"Thu, Dec 6, 2018, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons. come join us! contact: friends.saltwater.statepark@gmail,https://www.meetup.com/Marker-Buoy-Dive-Club/events/npvknpyxqbjb/
"Wed, Dec 5, 2018, 7:00 PM",holiday potluck and gift exchange!,sunset hill community club,"3003 northwest 66th street · seattle, wa","every december, the monthly club meeting becomes the all of the holidays party potluck and gift exchange. join us for a great time. details -- potluck -- bring something to share. byob drinks. the club provides dinnerware. gift exchange - bring a wrapped scuba-themed gift (suggested value of no more than $25.00). participants can choose a gift or steal an already opened gift (to a maximum of three steals per gift). it's always a riot with much laughter and surprises. see you at the party!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/xjfmbqyxqbhb/
"Tue, Dec 4, 2018, 7:30 PM",south sound dive,three tree,"3725 sw 170th st · burien, wa","always an eventful dive at three tree. come down and experience the joy and wonder for a single tank, mid-week dive. bring tank light and back up light (required). plan for an 8 pm splash.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256922122/
"Sun, Dec 2, 2018, 10:30 AM",sunday morning dive at mukilteo t dock,mukilteo t dock,"718 front street · mukilteo, wa",meet at 9:30am for a 10:30am splash. this site has lots to offer for all skill levels.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/256799890/
"Sat, Dec 1, 2018, 11:00 AM",midday dive at three tree,three tree,"3725 sw 170th st · burien, wa","join us for a midday dive at three tree. meet at 11:00am, splash at 11:30am. three tree is home to a diverse collection of critters; there's always lots to see. all levels are welcome. this site has no bathrooms or changing rooms. please plan accordingly.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256844916/
"Fri, Nov 30, 2018, 6:30 PM",alki cove 2 the weeks over fun dive!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! the last three weeks a baby seal has done twirls around the divers, using our lights to hunt. there has been a large octopus under the honeybear wreck recently, but we didn't see her last week. o2 and efr kit will be chained to the south end of the fence the chain is long in order to pull the kitsch out across the large sidewalk. the cases have two combo locks, the passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. dive briefing will be held at the south side of cove 2, the preference is you set up there. dive plan is tentative till the briefing, go to the honeybear, then drop to 70ft to look for life among the wreckage at that depth heading towards the boundary ferry rope. max depth 75ft, so advanced cert required. do not cross the ferry boundary rope along the north side. this is a raised rope that runs to 70ft. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256555731/
"Thu, Nov 29, 2018, 6:00 PM",edmonds underwater park night dive,bruce higgins underwater trails (edmonds underwater park),"main st & railroad av · edmonds, wa","one tank but bring two tanks in we have an interest. beautiful slack tonight, at 6:53 and 9:31 pm. meet at 6:00 slash at 6:30-6:45. bring two tanks, two dive light. open to all divers. i will have a night dive permit so we will be good.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255973621/
"Wed, Nov 28, 2018, 5:15 PM",alki night dive,alki pipeline,"beach dr. s.w. · seattle, wa","max your bottom time with a shallow dive along alki pipeline. anemone, sea pen, nudibranchs, rock fish, gunnels, octos, tubesnout, perch and other assorted bottom dwellers are found along the blocky rocks that cover a large drainage pipe to it's opening (appx 35ft depth). navigation skills are essential in the middle of the dive due a bland, sand patch found there. meet at 5:15 and gear up for 6pm splash. convenient parking, short walk, and no surface swim. tank light and back-up light required.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256021191/
"Sat, Nov 24, 2018, 12:30 PM","turkey burn workout (2 dive, we need to workout)",mukilteo lighthouse park,"609 front street · mukilteo, wa","we all own you eat way to much during thanksgiving, so come burn that extra service of turkey, mash potatoes and gravy. join us at the far sw corner of mukilteo lighthouse park (gps: 47.946194, -122.307074) for a dive on the clay wall there. meet at 12:30 pm, splash around 1:00pm. you can expect little to no current. slack is predicted for 1:27pm & 4:46 pm. this will be a two dive event. you can come for 1st, 2nd or both it is up to you. 1st spash @ 1 pm (arrival early for gear setup) 2nd spash @ 4 pm (arrival early for gear setup) we typically see buffalo and sailfin sculpins, rockfish, pricklebacks, red octos, and crescent gunnels. we've seen a juvenile wolf eel and hooded nudibranchs as well. mukilteo lighthouse has paid parking at $2 per hour. restrooms are available on site. i will bring my blue quick pop-up shade tent. i will aslo bring hot water and share some noodle soup.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256006573/
"Sat, Nov 24, 2018, 7:45 AM",two separate dives. 1st dive is at three tree. 2nd day island wall,three tree,"3725 sw 170th st · burien, wa","1st dive at three tree, open to all skill levels. meetup is 7:45 am, splash at 8:30 am, out at 9:30. those doing the diw should leave by 10 am (traffic), with a meetup at 10:50 am. slack is at 12:43 pm with an 11:43 am splash. total current is 5.2, looks to be a fun day. this dive is for divers with current experience. if not sure contact me at 206-941-8004. also, must have and know how to deploy their smb. strongly recommend bringing a plastic gardening trowel to help you get back to shore should the current become difficult.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255877768/
"Fri, Nov 23, 2018, 6:30 PM",alki cove 2 the weeks over fun dive! dive #2!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! this is the second dive, i'll post a different meet up for the first dive before this one to go to the i-beams at 110ft. the last three a baby seal has done twirls around the divers, using our lights to hunt. there has been a large octopus under the honeybear wreck recently, but we didn't see her last week. o2 and efr kit will be chained to the south end of the fence the chain is long in order to pull the kitsch out across the large sidewalk. the cases have two combo locks, the passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. dive briefing will be held at the south side of cove 2, the preference is you set up there. dive plan is to go to the honeybear, then drop to 70ft to look for life among the wreckage at the depth heading towards the boundary ferry rope. max depth 75ft, so advanced cert required. do not cross the ferry boundary rope along the north side. this is a raised rope that runs to 70ft. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256555492/
"Fri, Nov 23, 2018, 4:30 PM",alki cove 2 the weeks over fun dive! dive #1!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! this is the first dive, another post for the second. the last three dives a baby seal has done twirls around the divers, using our lights to hunt. there has been a large octopus under the honeybear wreck recently, but we didn't see her last week. o2 and efr kit will be chained to the south end of the fence the chain is long in order to pull the kitsch out across the large sidewalk. the cases have two combo locks, the passcode will be given in the dive briefing. 4:30pm meet, 4:45pm dive briefing, 5:00pm splash. dive briefing will be held at the south side of cove 2, the preference is you set up there. dive plan is to go to the i-beams along the south side rope, then head to the honeybear, target depth is 110ft max depth 115ft, so advanced cert required. at dusk many times we can see octos around the i-beams, i will shine my red lights on any i find so anyone can see them. this is a ndl dive, but just for good practice i will be doing a 7min deco stop at 20ft. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256555608/
"Tue, Nov 20, 2018, 7:00 PM",three tree night dive,three tree north,"s.w. 170th pl. · burien, wa","three tree never disappoints me: nudibranchs, octos, ratfish, and who knows what we'll find. current is negligible tuesday evening and weather outlook is favorable. i'll be trying out a recently acquired drysuit. back up light and tank light required. meet at 7 with an intended splash around 7:30.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256510303/
"Mon, Nov 19, 2018, 1:30 PM",saltwater state park day dive,saltwater state park,"25205 8th pl s · des moines, wa",afternoon dive at saltwater state park while the tides are looking good. it will be high tide so if you can dive nitrox you will be happier for the longer bottom times and i will be diving 32%. meet at 1:30 for a 2:00pm splash.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/256244752/
"Fri, Nov 16, 2018, 6:30 PM",alki cove 2 the weeks over fun dive!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! o2 and efr kit will be chained to the fence. passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256227312/
"Wed, Nov 14, 2018, 6:00 PM",alki night dive,alki junkyard,"alki and 64th · seattle, wa","dive the junkyard, a relatively shallow dive parallel to alki beach, at night. we'll surface swim out to a drop point and then continue to near 55 ft depth and find the hawser line, then fin toward it's end (ne track). there are several islands of junk around which we can find grunt sculpin, stubby squid, red octos, and others. then we'll fin to safety-stop depth (or thereabouts), explore the eelgrass area for other critters and return toward our entrance point (sw track). parking could be tricky at this hour. meet up at 6:00pm to buddy up, review the dive site, and don gear for a 6:40pm splash. max 'current' predicted at 7:10, but the max is predicted to be zero knots. second light and tank light required.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256019631/
"Tue, Nov 13, 2018, 7:00 PM",mbdc board meeting,university heights community center,"5031 university way ne · seattle, wa",• what we'll do monthly board meeting. the usual agenda applies - and a call for priority topics will go out in advance to shape each month's discussion. please rsvp so that we know if we have a quorum. members are welcome to attend. just let us know!,https://www.meetup.com/Marker-Buoy-Dive-Club/events/bqgdfqyxpbrb/
"Sun, Nov 11, 2018, 1:00 PM",keystone jetty dive,keystone jetty,"1372 s engle rd 48° 9.44' n 122° 40.27' w · coupeville, wa","meet us at keystone jetty at 1:00pm for a 2:00pm splash. slack before flood is predicted for 2:34pm. keystone conservation area is home to several large lingcod, rock fish, and gpo. you will also see greenlings, scallops, urchins, and various colorful invertebrates. although current is predicted to be mild, all divers should be comfortable swimming in current. primary and secondary dive lights, tank strobe, and a garden trowel are recommended. discover pass (or a $10 one-day) is required for parking. carpooling is encouraged! i will most likely leave kenmore around 10am, and i could bring one diver + gear",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255783233/
"Sat, Nov 10, 2018, 8:00 AM",south sound weekend boat dive,tyee marina,5618 marine view dr · tacoma,"join me on sea ya diving to explore point defiance wall and sunrise beach reef! this boat, which previously operated in the hood canal, is now ably run from north tacom by jamie and karen spink. and what a fun day of diving you will have! accompanied by delicious food options both before and after your dives....fresh fruit, hot soup/stew and other goodies including hot beverages. as noted in ""the perfect dive"" website, point defiance north wall is an advanced dive, near owen beach at point defiance in tacoma. it boasts tall clay walls, dropping from 30’ at the top to 60-80’ at the base and is relatively sheltered from incoming tides (in other words it is divable during a low to moderate floods). the face of the wall is riddled with clam holes that have marred the face so that very little of the current swept wall is smooth. these holes make great homes for small creatures like nudibranchs, scallops and sculpin, while sea stars cling to the surface in search of their next meal. rockfish and schools of perch swim in and out of the crevices. sunrise beach reef is also an advanced dive due to potential currents. the main attraction of this site are the wolf eels tucked neatly in many of the holes found in the wall structure. there are many other species of sea life here as well including giant octopus. the wall is a series of large rock structures full of crevices, caves and boulders. it is a very beautiful, 3 dimensional dive…that is if you can look away from the wolf eels long enough to enjoy it! to get on this charter, first sign up on meetup, then immediately go to the sea ya diving website www.seaydivingwa.com to pay for your spots ($85). you should have at least an advanced certification with experience diving in currents, depths deeper than 60′, good buoyancy skills and experience in mid water ascents using a surface marker buoy (smb). to ensure that everyone can ""get their money's worth"" from the dive, unless you are signing up with buddy who is okay with shorter dive times, you should be able to get 60 minutes (or somewhere close to it) from your tank.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255684184/
"Fri, Nov 9, 2018, 7:00 PM",monthly new member dive,redondo beach,"redondo beach dr. s. & redondo way s. · federal way, wa","come on down to redondo and join us for our monthly new member dive. it's a chance for new members to get to know folk who have been around for a while and for everyone to have a fun dive. 7:00pm meet for a 7:30pm splash and we'll head to salties (or another local watering hole if they are closed) for food, drink, and conversation after. one tank dive, back up light required.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/253354378/
"Fri, Nov 9, 2018, 6:30 PM",alki cove 2 the weeks over fun dive!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! o2 and efr kit will be chained to the fence. passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256014473/
"Wed, Nov 7, 2018, 7:00 PM",monthly club meeting,sunset hill community club,"3003 northwest 66th street · seattle, wa","kees beemster leverenz will be presenting on several modern underwater photgragrammetry documentation projects he’s taken part in over the course of the past year. the focus of the presentation will be on the rare sunken airplane - the pbm mariner - that rests at the bottom of lake washington. he’ll also touch on the mars exploration project – documentation and exploration of the 1564 swedish flagship that was only recently discovered in the baltic sea. if you’re interested in diving, history exploration, or 3d documentation, this will hold something interesting for you! come socialize with other club members and enjoy our monthly presentation!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/xjfmbqyxpbkb/
"Wed, Nov 7, 2018, 5:30 PM",pre-meeting dinner @ thai siam restaurant,thai siam restaurant,"8305 15th ave nw · seattle, wa","join us for a meal and conversation prior to the nov. 7, 7:00 pm mbdc meeting. please rsvp by noon on monday nov. 5 so i can make a reservation.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/256074359/
"Sat, Nov 3, 2018, 8:30 AM",ocean quest weekend boat charter,ocean quest dive charters - des moines marina,"22307 dock ave s. · des moines, wa","for those who work during the popular weekday charters, this one's for you! join fellow marker buoy members for a 2 tank weekend charter to to the south sound. we will be diving the ever popular sunrise and saltwater state park sites. please rsvp on this site, then make your $90 payment directly to ocean quest at http://oceanquestdivecharters.com/charters/marker-buoy-11-3/. payment is due within 24 hours of reserving a slot to ensure your space.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/254516991/
"Sat, Nov 3, 2018, 1:01 AM","gardens of the queen, cuba - nov. 3 - 10, 2018",needs a location,2 comments,"carl baird and bruce brown are booked on the avalon i live-aboard for diving the gardens of the queen in cuba, nov. 3 – 10, 2018 – about 18 dives. there is currently two, double occupancy cabins remaining on the avalon i for the nov. 3 – 10, 2018 trip. allow at least a day before and a day after for travel time to and from cuba. the cost of 7 nights on the live-aboard is $3600 usd. extras to base price include air fare, one night hotel room, inscription fee (200), conservation fee (100), charter tip (about 360), nitrox (100), extra dives ( ? ) , and tourist card -aka visa - (85). if you have interest in joining us, please contact luisa sacerdote at the cuban diving centers for more information: luisa.sacerdote@cubandivingcenters.com. for more information about the cuban diving centers and gardens of the queen: www.cubandivingceters.com for more information about the avalon i live-aboard: https://www.cubandivingcenters.com/avalon-fleet-1.php also, you may contact carl baird or bruce brown for other trip details: carl baird 425-308-4625/ carl.baird@wavecable.com bruce brown 425-512-7457/ brownb329@aol.com",https://www.meetup.com/Marker-Buoy-Dive-Club/events/251491861/
"Fri, Nov 2, 2018, 6:30 PM",alki cove 2 the weeks over fun dive!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! o2 and efr kit will be chained to the fence. passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255771161/
"Thu, Nov 1, 2018, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons. come join us! contact: friends.saltwater.statepark@gmail,https://www.meetup.com/Marker-Buoy-Dive-Club/events/npvknpyxpbcb/
"Thu, Nov 1, 2018, 6:30 PM",one tank nite dive,three tree,"3725 sw 170th st · burien, wa","three tree one tank nite dive, open to all skill levels. meetup 6:30 pm, splash 7 pm. we are into fall and i have not dived here in 3 weeks, i am expecting my favourite local dive site to not disappoint me or you.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255877373/
"Wed, Oct 31, 2018, 7:00 PM",spooktacular night dive - mukilteo clay wall,mukilteo lighthouse park,"601 front st · mukilteo, wa","your dentist called. s/he said to skip the trick-or-treating and go diving instead. join us at the far sw corner of mukilteo lighthouse park (gps: 47.946194, -122.307074) for a night dive on the clay wall there. meet at 7:00pm, splash around 7:45pm. you can expect some current, but it is predicted to be very mild. slack is predicted for 8:15pm, going into a max 0.0kt flood at 8:55pm. primary and backup lights required; tank strobe is recommended. we typically see buffalo and sailfin sculpins, rockfish, pricklebacks, red octos, and crescent gunnels. we've seen a juvenile wolf eel and hooded nudibranchs as well.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255641570/
"Mon, Oct 29, 2018, 7:15 PM",edmonds underwater park night dive,bruce higgins underwater trails (edmonds underwater park),"main st & railroad av · edmonds, wa","beautiful slack tonight, at 8:09 pm. meet at 7:15 slash at 7:45 so we can enjoy the slack. bring two dive light. open to all divers. i will have a night dive permit so we will be good. there is also a great slack at 5:30 pm but i am not able to make that one.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255700734/
"Sun, Oct 28, 2018, 1:30 PM",down south current dive,needs a location,4 comments,"day island wall -2.8>3:32 slack> 2.9. 2:30 pm splash. one tank dive for divers with current experience. those of you that dove with me last time can expect similar conditions, but for safety reasons, anticipate the worst. must have working primary and secondary lights, smb and know how to deploy it. strongly recommend a plastic gardening trowel. there will be wolf eels and gpo's to find and interact with. if you are not sure if you qualify, call me at 206-941-8004.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255499984/
"Sat, Oct 27, 2018, 9:00 AM","carve a pumpkin, underwater...",alki beach park,"seattle, wa · seattle, wa","it's the 2018 alki invitational pro-am underwater pumpkin carving competition. this year's event is sponsored by the international underwater pumpkin carving federation. mbdc, and our partner club for this event, boeing seahorses, follows the rules set for by the iupcf helsinki convention: minimum carving depth of 10 feet. pumpkins are left intact until fully submerged to carving depth. teams of two carvers. additional decor items may be taken from the surrounding marine environment, but may not include any live capture. bring: a pumpkin carving implements timetable: meet at 9:00 am. coffee and pastries provided by mbdc. sign hold-harmless document and register with dive safety officer. splash at 10:00 am. carving submissions due by 11:00 am. judging and prizes awarded at 11:30 by a blue-ribbon panel of random passers-by and sundry. lunch at 12:00 pm. any questions? just let me know! see you on the beach -- andrea",https://www.meetup.com/Marker-Buoy-Dive-Club/events/254949078/
"Fri, Oct 26, 2018, 6:30 PM",alki cove 2 the weeks over fun dive!,alki cove 2,"1660 harbor ave sw · seattle, wa","fun dive at cove 2, to celebrate the weekend! o2 and efr kit will be chained to the fence. passcode will be given in the dive briefing. 6:30pm meet, 6:45pm dive briefing, 7:00pm splash. look forward to seeing you in the water!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255748651/
"Fri, Oct 19, 2018, 6:30 PM",monthly new member dive,alki cove 2,"1660 harbor ave sw · seattle, wa","it's our monthly new member dive, a chance for old and new members alike to get to know each other and enjoy a dive all at the same time. 6:30pm meet for a 7:00pm splash on this one tank dive. back up light required and it might be getting to the right time of the year for the seals to start joining us at cove 2 by then, we'll see. after the dive drinks, food, and conversation at one of the local restaurants/bars tbd for those who are interested.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/253354324/
"Fri, Oct 19, 2018, 8:30 AM",lujac's last san juan charter,skyline marina,"2011 skyline way · anacortes, wa","san juan boat dive! dive sites to be determined. date: friday, october 19th 2018 this is phil’s last san juan boat charter before he moves to pleasant harbor for the 2019 season only and that will be the end. it’s a sad day as there will not be a san juan dive charter after oct 20th 2018. the price is $90 per person and must be paid in advance. we will meet at the boat in skyline marina located in anacortes at 8:00 am so we can load the gear and leave promptly by 8:30 am. expect to return about 4:00 pm. the dives include breakfast snacks, lunch, coffee, tea and bottled water. lu-jac's web site is http://www.lujacsquest.com for more information and directions to the boat. bring your own filled tanks, weights and dive gear. this site selection is only based on the tides but the weather may dictate a different site but not to worry, phil knows the san juan’s and he has never disappointed me. the current sites we are planning to dive are...... each diver who signs up should have a minimum of 50 dives and have been diving within the last 60 days. previous cold water dives are a must. thank you, bruce brown 425 334-7763 home 425 512-7457 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/254921574/
"Thu, Oct 18, 2018, 6:00 PM",west seattle dive,alki cove 2,"1660 harbor ave sw · seattle, wa","join me at cove 2 to dive. meet @ 6 pm, slash @ 6:30 pm. will need two lights.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255461993/
"Tue, Oct 16, 2018, 6:30 PM",edmonds night dive,bruce higgins underwater trails (edmonds underwater park),"main st & railroad av · edmonds, wa","join us for a night dive at bruce higgins underwater trails. we'll meet at 6:30pm and splash some time after 7:00pm. current is predicted to be minimal, and visibility has been pretty good as we shift into winter. everyone will need a primary and secondary light; tank strobe is recommended. i've secured a night permit, so we do not have to be concerned with the normal 10:00pm closing time.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255396597/
"Sat, Oct 13, 2018, 2:00 PM","day island gpo survey, north wall",day island wall,"day island blvd. w. 19 st. sw (cross street) · tacoma, wa","let's go hunt and count gpo for the seattle aquarium. current dive, out to a small wall. this is the shallower and closer profile with a 'middle' grade current exchange. suitable for experienced current divers. 2.7 ebb > 4 pm slack (s. narrows) > 3.0 flood (s. narrows) splash ~3. meet ~2 pm. plan on debriefing after the dive to let traffic dissipate and go home after. we can compare survey notes. launch from the regular/north entrance, swim some 100+ yards out to the wall @45', drop in, and drift north and back...hopefully. buddy pairs will be collecting this data: date of dive depth den type general size location of dive site bottom substrate how many giant pacific octopuses were seen at a single dive site during each dive. is the octopus on eggs this info can be submitted here: https://www.seattleaquarium.org/octopus-survey fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255405183/
"Sat, Oct 13, 2018, 12:00 PM",edmonds dive and muck around,edmonds underwater park.,"50 railroad ave · edmonds, wa","hello team, im new to the group and just wanted to get out locally and take some pictures. anyone wanna join?! very informal gathering, just wanted to set up something casual and hang out with some of the team. recommend flash lights (just in case), unsure of water quality that day, and the other standard puget sound gear.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/255439292/
